imdbid,cast
tt8695030,"{'Bill Murray': 'Chief Cliff Robertson', 'Adam Driver': 'Officer Ronnie Peterson', 'Tom Waits': 'Hermit Bob', 'Chloë Sevigny': 'Officer Mindy Morrison', 'Steve Buscemi': 'Farmer Frank Miller', 'Eszter Balint': 'Fern', 'Danny Glover': 'Hank Thompson', 'Maya Delmont': 'Stella', 'Taliyah Whitaker': 'Olivia', ""Jahi Di'Allo Winston"": 'Geronimo       (as Jahi Winston)', 'Kevin McCormick': 'Guard One', ""Sid O'Connell"": 'Guard Two', 'Caleb Landry Jones': 'Bobby Wiggins', 'RZA': 'Dean', 'Larry Fessenden': 'Danny Perkins'}"
tt0045920,"{'Richard Carlson': 'John Putnam', 'Barbara Rush': 'Ellen Fields', 'Charles Drake': 'Sheriff Matt Warren', 'Joe Sawyer': 'Frank Daylon', 'Russell Johnson': 'George', 'Kathleen Hughes': 'Jane'}"
tt7958736,"{'Octavia Spencer': 'Sue Ann', 'Diana Silvers': 'Maggie', 'Juliette Lewis': 'Erica', 'McKaley Miller': 'Haley', 'Corey Fogelmanis': 'Andy', 'Gianni Paolo': 'Chaz', 'Dante Brown': 'Darrell', 'Tanyell Waivers': 'Genie', 'Dominic Burgess': 'Stu', 'Heather Marie Pate': 'Ashley', 'Tate Taylor': 'Officer Grainger', 'Luke Evans': 'Ben', 'Margaret Fegan': 'Stephanie', 'Missi Pyle': 'Mercedes', 'Allison Janney': 'Doctor Brooks'}"
tt2639336,"{'Isabelle Huppert': 'Greta Hideg', 'Chloë Grace Moretz': 'Frances McCullen', 'Maika Monroe': 'Erica Penn', 'Jane Perry': 'Animal Shelter Worker', 'Jeff Hiller': ""Maitre D' Henri"", 'Parker Sawyers': 'Park Hill Manager', 'Brandon Lee Sears': 'Flower Delivery Man', 'Arthur Lee': 'Korean Couple', 'Rosa Escoda': 'Korean Couple', 'Jessica Preddy': 'Park Hill Bartender', 'Thaddeus Daniels': 'Officer Deroy', 'Raven Dauda': 'Officer Regan', 'Colm Feore': 'Chris McCullen', 'Zawe Ashton': 'Alexa Hammond', 'Nagisa Morimoto': 'Park Hill Waitress'}"
tt0068909,"{""Peter O'Toole"": 'Don Quixote De La Mancha /              Miguel Cervantes /              Alonso Quijana', 'Sophia Loren': 'Dulcinea /              Aldonza', 'James Coco': 'Sancho Panza', 'Harry Andrews': 'The Innkeeper /              The Governor', 'John Castle': 'Sanson Carrasco /              The Duke', 'Brian Blessed': 'Pedro', 'Ian Richardson': 'The Padre', 'Julie Gregg': 'Antonia', 'Rosalie Crutchley': 'The Housekeeper', 'Gino Conforti': 'The Barber', 'Marne Maitland': 'Captain of the Guard', 'Dorothy Sinclair': ""The Innkeeper's Wife"", 'Miriam Acevedo': 'Fermina', 'Dominic Barto': 'Muleteer       (as Dominic Bartó)', 'Poldo Bendandi': 'Muleteer'}"
tt10720210,"{'Buzz Bissinger': 'Himself', 'Caitlyn Jenner': 'Herself', ""James 'Boobie' Miles"": 'Himself', 'Lisa Smith': 'Herself'}"
tt6212136,"{'Andie MacDowell': 'Joanne Winters', 'Avan Jogia': 'Dan Delaney', 'Eve Hewson': 'Franny Winters', 'Hamish Linklater': 'Noah Bearinger', 'Evan Stern': 'Young PA', 'Andrew Markowiak': 'Geoff', 'Daniela Barbosa': 'Hailey Turner', 'Amanda Barker': 'Esme', 'Katy Breier': 'Maia', 'Craig Brown': 'Warm-Up Comic', 'Christine Ebadi': 'Game Show Contestant', 'Grace Glowicki': 'Cheyenne', 'Brooks Gray': 'Gavin St. Onge', 'Justin Landry': 'Assistant Director', 'Rishma Malik': 'Pearl'}"
tt7334528,"{'Kyrie Irving': 'Uncle Drew', 'Lil Rel Howery': 'Dax', ""Shaquille O'Neal"": 'Big Fella', 'Chris Webber': 'Preacher', 'Reggie Miller': 'Lights', 'Nate Robinson': 'Boots', 'Lisa Leslie': 'Betty Lou', 'Erica Ash': 'Maya', 'Tiffany Haddish': 'Jess', 'Nick Kroll': 'Mookie', 'Aaron Gordon': 'Casper', 'Mike Epps': 'Louis', 'J.B. Smoove': 'Angelo', 'Wesley Witherspoon': 'Mario', 'Thomas Mills': 'Duke Tango'}"
tt8426112,{'Rick Jay Glen': 'McBroom /              Sgt. Rusty       (voice)'}
tt6806448,"{'Dwayne Johnson': 'Hobbs', 'Jason Statham': 'Shaw', 'Idris Elba': 'Brixton', 'Vanessa Kirby': 'Hattie', 'Helen Mirren': 'Queenie', 'Eiza González': 'Madame M       (as Eiza Gonzalez)', 'Eddie Marsan': 'Professor Andreiko', 'Eliana Sua': ""Sam       (as Eliana Su'a)"", 'Cliff Curtis': 'Jonah', 'Lori Pelenise Tuisano': 'Sefina', 'John Tui': 'Kal', 'Joshua Mauga': 'Timo', ""Joe Anoa'i"": ""Mateo       (as Joe 'Roman Reigns' Anoai)"", 'Rob Delaney': 'Agent Loeb', 'Alex King': 'Lt. Grapefruit'}"
tt8426846,"{'Rick Jay Glen': 'McBroom /              Sgt. Rusty       (voice)', 'Siobhan Lumsden': 'Bartle Bee       (voice)', ""Paul 'Maxx' Rinehart"": 'Joe Croaker       (voice)', 'Justin J. Wheeler': 'Cosmo       (voice)'}"
tt0092605,"{'Diane Keaton': 'J.C. Wiatt', 'Sam Shepard': 'Dr. Jeff Cooper', 'Harold Ramis': 'Steven Buchner', 'Kristina Kennedy': 'Elizabeth Wiatt', 'Michelle Kennedy': 'Elizabeth Wiatt', 'Sam Wanamaker': 'Fritz Curtis', 'James Spader': 'Ken Arrenberg', 'Pat Hingle': 'Hughes Larrabee', 'Britt Leach': 'Verne Boone', 'Linda Ellerbee': 'Narrator', 'Kim Sebastian': 'Robin', 'Mary Gross': 'Charlotte Elkman', 'Patricia Estrin': 'Secretary', 'Elizabeth Bennett': 'Mrs. Atwood', 'Peter Elbling': ""Maitre D'""}"
tt7207158,{'Rick Jay Glen': 'McBroom /              Sgt. Rusty       (voice)'}
tt2872518,"{'Sam Worthington': 'Mack Phillips', 'Octavia Spencer': 'Papa', 'Tim McGraw': 'Willie', 'Radha Mitchell': 'Nan Phillips', 'Megan Charpentier': 'Kate Phillips', 'Gage Munroe': 'Josh Phillips', 'Amélie Eve': 'Missy Phillips       (as Amelie Eve)', 'Avraham Aviv Alush': 'Jesus', 'Sumire': 'Sarayu', 'Alice Braga': 'Sophia', 'Graham Greene': 'Male Papa', 'Ryan Robbins': 'Emil Ducette', 'Jordyn Ashley Olson': 'Emily Ducette', 'Laura MacKillop': 'Amber Ducette', 'Emily Holmes': 'Vicki Ducette'}"
tt0095179,"{'Jennifer Banko': 'Young Tina Shepard', 'John Otrin': 'Mr. John Shepard', 'Susan Blu': 'Mrs. Amanda Shepard', 'Lar Park-Lincoln': 'Tina Shepard', 'Terry Kiser': 'Dr. Crews', 'Kevin Spirtas': 'Nick       (as Kevin Blair)', 'Susan Jennifer Sullivan': 'Melissa', 'Heidi Kozak Haddad': 'Sandra       (as Heidi Kozak)', 'Kane Hodder': 'Jason Voorhees', 'William Butler': 'Michael', 'Staci Greason': 'Jane', 'Larry Cox': 'Russell', 'Jeff Bennett': 'Eddie', 'Diana Barrows': 'Maddy', 'Elizabeth Kaitan': 'Robin'}"
tt2992146,"{'Carina Lau': 'Wu Zetian', 'Chien Sheng': 'The Emperor       (as Sheng Chien)', 'Mark Chao': 'Dee Renjie', 'Angelababy': 'Yin Ruiji', 'Shaofeng Feng': 'Yuchi Zhenjin', 'Kenny Lin': 'Shatuo Zhong       (as Gengxin Lin)', 'Bum Kim': 'Yuan Zhen       (as Ian Kim)', 'Dong Hu': 'Huo Yi', 'Kun Chen': 'Doctor Wang Pu       (as Chen Kun)', 'Shan Zhang': 'Chusui Liang       (as Zhang Shan)', 'Guoyi Chen': 'Admiral       (as Chen Guoyi)', 'Nan Tie': 'Bo Qianzhang       (as Tie Nan)', 'Jie Yan': 'Kuang Zhao       (as Yan Jie)', 'Yachao Wang': 'Zhou Qian       (as Wang Yachao)', 'Jingjing Ma': 'Touba Lie       (as Ma Jingjing)'}"
tt1563742,"{'Eugenio Derbez': 'Leonardo Montenegro', 'Anna Faris': 'Kate Sullivan', 'Eva Longoria': 'Theresa', 'John Hannah': 'Colin', 'Swoosie Kurtz': 'Grace', 'Mel Rodriguez': 'Bobby', 'Josh Segarra': 'Jason', 'Hannah Nordberg': 'Emily Sullivan', 'Alyvia Alyn Lind': 'Olivia Sullivan', 'Payton Lepinski': 'Molly Sullivan', 'Fernando Luján': 'Papi', 'Cecilia Suárez': 'Magdalena', 'Mariana Treviño': 'Sofia', 'Jesús Ochoa': 'Vito', 'Omar Chaparro': 'Burro'}"
tt4795124,"{'Eugenio Derbez': 'Maximo', 'Salma Hayek': 'Sara', 'Raphael Alejandro': 'Hugo', 'Rob Lowe': 'Rick', 'Kristen Bell': 'Cindy', 'Mckenna Grace': 'Arden', 'Raquel Welch': 'Celeste', 'Linda Lavin': 'Millicent', 'Renée Taylor': 'Peggy', 'Rob Corddry': 'Quincy', 'Rob Riggle': 'Scott', 'Rob Huebel': 'Nick', 'Michael Cera': 'Remy', 'Mather Zickel': 'James', 'Vadhir Derbez': 'Maximo (Age 21)'}"
tt6663582,"{'Justin Theroux': 'Drew', 'Blanka Györfi-Tóth': 'Little Girl', 'Vilma Szécsi': 'Vendor', 'Mila Kunis': 'Audrey', 'Kate McKinnon': 'Morgan', 'Lolly Adefope': 'Tess', 'Dustin Demri-Burns': 'Viktor', 'David Iserson': 'Friend in the Bar', 'Sam Heughan': 'Sebastian', 'Hasan Minhaj': 'Duffer', 'Peter Schueller': 'TSA Agent', 'Mirjam Novak': 'Verne', 'Ágnes Bánfalvy': 'Jaguar Woman', 'László Áron': 'Jaguar Man', 'Kev Adams': 'Bitteauto Driver Lukas'}"
tt5186608,"{'Ik Jo Kang': 'Master Kang', 'Mike Faist': 'Ben', 'Ellie Lee': 'Adrienne', 'Jack DiFalco': 'Dorian', 'Soraya Butler': 'Counselor', 'Kyliegh Curran': 'Lily', 'Cornelius Davidson': 'Ezekiel', 'Kim Fischer': 'Braxton', 'Mark C. Fullhardt': 'Physical Therapist Patient', 'Ryan-James Hatanaka': 'Tom', 'Joe Krieg': 'Jr', 'Geraldine Leer': 'Woman', 'Selenis Leyva': 'Maria', 'Thea McCartan': 'Doctor', 'Erik Ramos': 'Nurse Eric'}"
tt0091080,"{'Thom Mathews': 'Tommy', 'Jennifer Cooke': 'Megan', 'David Kagen': 'Sheriff Garris', 'Kerry Noonan': 'Paula', 'Renée Jones': 'Sissy       (as Renee Jones)', 'Tom Fridley': 'Cort', 'C.J. Graham': 'Jason', 'Darcy DeMoss': 'Nikki', 'Vincent Guastaferro': 'Deputy Rick Cologne', 'Tony Goldwyn': 'Darren', 'Nancy McLoughlin': 'Lizbeth', 'Ron Palillo': 'Allen Hawes', 'Alan Blumenfeld': 'Larry', 'Matthew Faison': 'Stan', 'Ann Ryerson': 'Katie'}"
tt9251598,{'Tina Shuster': 'Captain Stella'}
tt0332375,"{'Jena Malone': 'Mary', 'Mandy Moore': 'Hilary Faye', 'Macaulay Culkin': 'Roland', 'Patrick Fugit': 'Patrick', 'Heather Matarazzo': 'Tia', 'Eva Amurri Martino': 'Cassandra       (as Eva Amurri)', 'Chad Faust': 'Dean', 'Elizabeth Thai': 'Veronica', 'Martin Donovan': 'Pastor Skip', 'Mary-Louise Parker': 'Lillian', 'Kett Turton': 'Mitch', 'Julia Arkos': 'PE Coach', 'Donna White': 'Trudy Mason', 'James Caldwell': 'Hairdresser', 'Nicki Clyne': 'Guitar Player'}"
tt3887158,"{'Ori Pfeffer': 'Salim       (voice)', 'Hana Laslo': 'Nanny /              Arub       (voice)', ""Eden Har'el"": ""Na'ama       (voice)"", 'Ori Laizerouvich': 'Tobby       (voice)', 'Nitzan Sitzer': 'Hadad       (voice)', 'Albert Cohen': 'Shamir       (voice)', 'Oded Menashe': 'Shlomo       (voice)'}"
tt1846589,"{'Ethan Baird': 'Sonar 3', 'Jacob Scipio': 'Sonar 2', 'Dempsey Bovell': 'Sonar 1', 'Corey Johnson': 'Captain', 'Adam James': 'Captain Forbes', 'Common': 'RA John Fisk', 'Henry Goodman': 'Senator from Illinois', 'Colin Stinton': 'Senator from Iowa', 'Gary Oldman': 'CJCS Charles Donnegan', 'Gerard Butler': 'Captain Joe Glass', 'Carter MacIntyre': 'XO Brian Edwards', 'Shane Taylor': 'TMC Turner', 'Kola Bokinni': 'McCaw', 'Mikey Collins': 'Brickowski', 'Will Attenborough': 'Kaplan'}"
tt7401588,"{'Mark Wahlberg': 'Pete', 'Rose Byrne': 'Ellie', 'Isabela Merced': 'Lizzy       (as Isabela Moner)', 'Gustavo Escobar': 'Juan       (as Gustavo Quiroz)', 'Julianna Gamiz': 'Lita', 'Octavia Spencer': 'Karen', 'Tig Notaro': 'Sharon', 'Tom Segura': 'Russ', 'Allyn Rachel': 'Kim', 'Britt Rentschler': 'Linda       (as Brittney Rentschler)', 'Jody Thompson': 'Jim', 'Margo Martindale': 'Grandma Sandy', 'Julie Hagerty': 'Jan', ""Michael O'Keefe"": 'Jerry', 'Joan Cusack': 'Mrs. Howard'}"
tt4530422,"{'Jovan Adepo': 'Boyce', 'Wyatt Russell': 'Ford', 'Mathilde Ollivier': 'Chloe', 'Pilou Asbæk': 'Wafner', 'John Magaro': 'Tibbet', 'Iain De Caestecker': 'Chase', 'Jacob Anderson': 'Dawson', 'Dominic Applewhite': 'Rosenfeld', 'Gianny Taufer': 'Paul', 'Joseph Quinn': 'Grunauer', 'Bokeem Woodbine': 'Rensin', 'Erich Redman': 'Dr. Schmidt', 'Mark McKenna': 'Murphy', 'Hayley Carmichael': 'Mrs. Lesner', 'Marc Rissmann': 'Scherzer'}"
tt0104573,"{'Omar Epps': 'Q', 'Tupac Shakur': 'Bishop', ""Jermaine 'Huggy' Hopkins"": 'Steel       (as Jermaine Hopkins)', 'Khalil Kain': 'Raheem', 'Cindy Herron': 'Yolanda', 'Vincent Laresca': 'Radames', 'Samuel L. Jackson': 'Trip', 'George Gore II': 'Brian       (as George O. Gore)', 'Grace Garland': ""Q's Mother"", 'Queen Latifah': 'Ruffhouse M.C.', 'Bruklin Harris': 'Keesha       (as Idina Harris)', 'Victor Campos': 'Quiles', 'Eric Payne': 'Frank', 'Sharon Cook': 'Record Store Clerk', 'Darien Berry': 'Blizzard'}"
tt0087298,"{'Judie Aronson': 'Samantha', 'Peter Barton': 'Doug', 'Erich Anderson': 'Rob       (as E. Erich Anderson)', 'Kimberly Beck': 'Trish', 'Tom Everett': 'Flashlight Man', 'Crispin Glover': 'Jimmy Mortimer', 'Corey Feldman': 'Tommy', 'Joan Freeman': 'Mrs. Jarvis', 'Lisa Freeman': 'Nurse Morgan', 'Thad Geer': 'Running Man', 'Wayne Grace': 'Officer Jamison', 'Clyde Hayes': 'Paul       (as Alan Hayes)', 'Bonnie Hellman': 'Hitchhiker', 'Frankie Hill': 'Lainie', 'Barbara Howard': 'Sara'}"
tt0109447,"{'Martin Short': 'Clifford Daniels', 'Charles Grodin': 'Martin Daniels', 'Mary Steenburgen': 'Sarah Davis', 'Dabney Coleman': 'Gerald Ellis', 'Richard Kind': 'Julien Daniels', 'Jennifer Savidge': 'Theodora Daniels', 'Brandis Kemp': 'Woman on Plane', 'Ben Savage': 'Roger', 'Don Galloway': 'Captain', 'Tim Lane': 'Navigator', 'Susan Varon': 'Woman Passerby', 'Josh Seal': 'Kevin', 'Kevin Mockrin': 'Kevin', 'Timothy Stack': ""Kevin's Father"", 'Marianne Muellerleile': ""Kevin's Mother""}"
tt0080487,"{'Chevy Chase': 'Ty Webb', 'Rodney Dangerfield': 'Al Czervik', 'Ted Knight': 'Judge Elihu Smails', ""Michael O'Keefe"": 'Danny Noonan', 'Bill Murray': 'Carl Spackler', 'Sarah Holcomb': ""Maggie O'Hooligan"", 'Scott Colomby': ""Tony D'Annunzio"", 'Cindy Morgan': 'Lacey Underall', 'Dan Resin': 'Dr. Beeper', 'Henry Wilcoxon': 'The Bishop', 'Elaine Aiken': 'Mrs. Noonan', 'Albert Salmi': 'Mr. Noonan', 'Ann Ryerson': 'Grace', 'Brian Doyle-Murray': 'Lou Loomis', 'Hamilton Mitchell': 'Motormouth'}"
tt7282468,"{'Ah-in Yoo': 'Lee Jong-su', 'Steven Yeun': 'Ben       (as Yeun Sang-yeop)', 'Jong-seo Jun': 'Shin Hae-mi', 'Soo-Kyung Kim': 'Yeon-ju', 'Seung-ho Choi': 'Lee Yong-seok', 'Seong-kun Mun': 'Lawyer', 'Bok-gi Min': 'Judge', 'Soo-Jeong Lee': 'Prosecutor', 'Hye-ra Ban': ""Jong-su's Mom"", 'Mi-Kyung Cha': ""Hae-mi's Mom"", 'Bong-ryeon Lee': ""Hae-mi's Sister"", 'Wonhyeong Jang': 'Won-hyeong', 'Seok-Chan Jeon': 'Seok-chan', 'Joong-ok Lee': 'Patrolman', 'Ja-Yeon Ok': 'Ja-yeon'}"
tt6777338,"{'Ok-bin Kim': 'Sook-hee', 'Ha-kyun Shin': 'Joong-sang', 'Jun Sung': 'Hyun-soo', 'Seo-hyeong Kim': 'Chief Kwon', 'Eun-ji Jo': 'Kim Seon', 'Ye-Ji Min': 'Sook-hee (young)', 'Hae-Kyun Jung': 'Jang-Chun', 'Yun-Woo Kim': 'Eun-Hye', 'Seung-Joo Lee': 'Choon-Mo', 'Cheol-min Park': ""Sook-Hee's father"", 'Min-Ji Son': 'Min-Joo'}"
tt7040874,"{'Anna Kendrick': 'Stephanie Smothers', 'Ian Ho': 'Nicky Nelson', 'Joshua Satine': 'Miles Smothers', 'Glenda Braganza': 'Mrs. Kerry', 'Andrew Rannells': 'Darren', 'Kelly McCormack': 'Stacy', 'Aparna Nancherla': 'Sona', 'Jiah Mavji': ""Sona's Daughter"", 'Ava LaFramboise': 'Lulu', 'Blake Lively': 'Emily Nelson', 'Henry Golding': 'Sean Townsend', 'Dustin Milligan': 'Chris', 'Danielle Bourgon': ""Grace (Stephanie's Mom)"", 'Gia Sandhu': 'Valerie', 'Lila Yee': ""Margaret (Sean's Mom)""}"
tt6371588,"{'Rory Culkin': 'Ollie', 'Robert Sheehan': 'Nikolai', 'Isabelle McNally': 'Isadora', 'Mary Beth Peil': 'Charlie Sway', 'Elizabeth Peña': 'Marlena', 'Jack Falahee': 'Jimmy', 'Brian Dennehy': 'Hal Sway', 'Anna Shields': 'Heather', 'Gary Arzberger': 'Volunteer Fireman', 'John W. Bard': 'Biker Man', 'Jason Brill': 'Timmy Sway', 'Bob Foley': 'John Durant', 'Robert Forgett': 'Angry Man', 'John Grant': 'Tweed McKay', 'Kasey Kenyon': 'Ray'}"
tt7752126,"{'Elizabeth Banks': 'Tori Breyer', 'David Denman': 'Kyle Breyer', 'Jackson A. Dunn': 'Brandon Breyer', 'Abraham Clinkscales': 'Royce', 'Christian Finlayson': 'Fauxhawk', 'Jennifer Holland': 'Ms. Espenschied', 'Emmie Hunter': 'Caitlyn', 'Matt Jones': 'Noah McNichol', 'Meredith Hagner': 'Merilee McNichol', 'Becky Wahlstrom': 'Erica', 'Terence Rosemore': 'P.E. Teacher', 'Gregory Alan Williams': 'Sheriff Deever', 'Elizabeth Becka': 'Principal', 'Annie Humphrey': 'Deputy Aryes', 'Steve Agee': 'EJ'}"
tt0455857,"{'Camilla Belle': 'Jill Johnson', 'Tommy Flanagan': 'Stranger', 'Katie Cassidy': 'Tiffany', 'Tessa Thompson': 'Scarlet', 'Brian Geraghty': 'Bobby', 'Clark Gregg': 'Ben Johnson', 'Derek de Lint': 'Dr. Mandrakis', 'Kate Jennings Grant': 'Kelly Mandrakis', 'David Denman': 'Officer Burroughs', 'Arthur Young': 'Will Mandrakis', 'Madeline Carroll': 'Allison Mandrakis', 'Steve Eastin': 'Detective Hines', 'John Bobek': 'Officer Lewis', 'Brad Surosky': 'Boom Boom', 'Karina Logue': 'Track Coach'}"
tt0110367,"{'Winona Ryder': 'Jo March', 'Gabriel Byrne': 'Friedrich Bhaer', 'Trini Alvarado': 'Meg March', 'Samantha Mathis': 'Older Amy March', 'Kirsten Dunst': 'Younger Amy March', 'Claire Danes': 'Beth March', 'Christian Bale': 'Laurie', 'Eric Stoltz': 'John Brooke', 'John Neville': 'Mr. Laurence', 'Mary Wickes': 'Aunt March', 'Susan Sarandon': 'Mrs. March', 'Florence Paterson': 'Hannah', 'Robin Collins': 'Carriage Boy', 'Corrie Clark': 'Belle Gardiner', 'Rebecca Toolan': 'Mrs. Gardiner'}"
tt0046816,"{'Humphrey Bogart': 'Lt. Cmdr. Philip Francis Queeg', 'José Ferrer': 'Lt. Barney Greenwald       (as Jose Ferrer)', 'Van Johnson': 'Lt. Steve Maryk', 'Fred MacMurray': 'Lt. Tom Keefer       (as Fred Mac Murray)', 'Robert Francis': 'Ens. Willie Keith', 'May Wynn': 'May Wynn', 'Tom Tully': 'Comdr. DeVriess', 'E.G. Marshall': 'Lt. Comdr. Challee', 'Arthur Franz': 'Lt. JG H. Paynter Jr.', 'Lee Marvin': 'Meatball', 'Warner Anderson': 'Capt. Blakely', 'Claude Akins': ""Seaman Lugatch aka 'Horrible'"", 'Katherine Warren': 'Mrs. Keith       (as Katharine Warren)', 'Jerry Paris': 'Ens. Barney Harding', 'Steve Brodie': 'Chief Budge'}"
tt0060429,"{'Elvis Presley': 'Johnny', 'Donna Douglas': 'Frankie', 'Harry Morgan': 'Cully', 'Sue Ane Langdon': 'Mitzi', 'Nancy Kovack': 'Nellie Bly', 'Audrey Christie': 'Peg', 'Robert Strauss': 'Blackie', 'Anthony Eisley': 'Braden', 'Joyce Jameson': 'Abigail'}"
tt0060438,"{'Zero Mostel': 'Pseudolus', 'Phil Silvers': 'Marcus Lycus', 'Buster Keaton': 'Erronius', 'Michael Crawford': 'Hero', 'Jack Gilford': 'Hysterium', 'Annette Andre': 'Philia', 'Michael Hordern': 'Senex', 'Leon Greene': 'Captain Miles Gloriosus', 'Roy Kinnear': 'Gladiator Instructor', 'Alfie Bass': 'Gatekeeper', 'John Bluthal': 'Roman Chief Guard', 'Pamela Brown': 'High Priestess', 'Patricia Jessel': 'Domina', 'Beatrix Lehmann': ""Domina's Mother"", 'Frank Thornton': 'Roman Sentry'}"
tt0104009,"{'Janni Brenn': 'Mom Harris       (as Janni Brenn-Lowen)', 'Brad Pitt': 'Frank Harris', 'William Frankfather': 'Cop', 'Greg Collins': 'Cop', 'Maurice LaMarche': 'Interrogator /              Doc Whiskers /              Mash /              Drunk Bar Patron /              Super Jack       (voice)', 'Gabriel Byrne': 'Jack Deebs', 'Joey Camen': ""Interrogator /              Slash /              Holli's Door       (voice)"", 'Kim Basinger': 'Holli Would', 'Michael David Lally': 'Sparks       (voice)', 'Michele Abrams': 'Jennifer Malley', 'Carrie Hamilton': 'Comic Bookstore Cashier', 'Stephen Worth': 'Store Patron /              Bash', 'Murray Podwal': 'Store Patron', 'Jenine Jennings': 'Craps Bunny /              Lonette /              Holli       (voice)', 'Gregory Snegoff': 'Bash       (voice)'}"
tt5537600,"{'Susanne Bartsch': 'Herself', 'Hector Xtravaganza': 'Himself'}"
tt2066051,"{'Taron Egerton': 'Elton John', 'Jamie Bell': 'Bernie Taupin', 'Richard Madden': 'John Reid', 'Bryce Dallas Howard': 'Sheila', 'Gemma Jones': 'Ivy', 'Steven Mackintosh': 'Stanley', 'Tom Bennett': 'Fred', 'Matthew Illesley': 'Young Reggie', 'Kit Connor': 'Older Reggie', 'Charlie Rowe': 'Ray Williams', ""Peter O'Hanlon"": ""Bobby       (as Pete O'Hanlon)"", 'Ross Farrelly': 'Cyril', 'Evan Walsh': 'Elton Dean', 'Tate Donovan': 'Doug Weston', 'Sharmina Harrower': 'Heather'}"
tt4911996,"{'Aaron Pedersen': 'Detective Jay Swan', 'Alex Russell': 'Josh Waters', 'Jacki Weaver': 'The Mayor', 'David Wenham': 'Johnny', 'David Gulpilil': 'Jimmy', 'Pei-Pei Cheng': 'Mrs. Lao', 'Michelle Lim Davidson': 'May', 'Tommy Lewis': 'Tommy', 'Max Cullen': 'Old Timer', 'Steve Rodgers': 'Mick       (as Steve Rogers)', 'Ursula Yovich': 'Maria', 'Michael Dorman': 'Patch', 'Kate Beahan': 'Pinky', ""Aaron Fa'aoso"": 'Bear', 'Gillian Jones': 'Sally'}"
tt2283336,"{'Chris Hemsworth': 'Agent H', 'Tessa Thompson': 'Agent M', 'Kumail Nanjiani': 'Pawny       (voice)', 'Rebecca Ferguson': 'Riza', 'Rafe Spall': 'Agent C', 'Emma Thompson': 'Agent O', 'Liam Neeson': 'Agent High T', 'Laurent Bourgeois': 'Alien Twin', 'Larry Bourgeois': 'Alien Twin', 'Kayvan Novak': 'Vungus /              Nasr /              Bassam', 'Spencer Wilding': 'Luca Brasi', 'Marcy Harriell': ""Molly's Mom"", 'Inny Clemons': ""Molly's Dad"", 'Aaron Serotsky': 'Men in Black #1', 'Mandeiya Flory': 'Young Molly'}"
tt0369441,"{'Jim Carrey': 'Dick Harper', 'Téa Leoni': 'Jane Harper', 'Alec Baldwin': 'Jack McCallister', 'Richard Jenkins': 'Frank Bascombe', 'Angie Harmon': 'Veronica Cleeman', 'John Michael Higgins': 'Garth', 'Richard Burgi': 'Joe Cleeman', 'Carlos Jacott': 'Oz Peterson', 'Aaron Michael Drozin': 'Billy Harper', 'Gloria Garayua': 'Blanca', 'Michelle Arthur': ""Dick's Secretary"", 'Stacey Travis': ""Jack's Receptionist"", 'Timm Sharp': ""Jack's Assistant"", 'David Herman': 'Angry Caller       (voice)', 'Dempsey Pappion': 'Production Assistant'}"
tt6466464,"{'Allie Chan': 'Ying Luo', 'Shaofeng Feng': 'Tangseng', 'Aaron Kwok': 'Sun Wukong', 'Him Law': 'Shaseng       (as Chung Him Law)', 'Gigi Leung': 'Advisor', 'Chiling Lin': 'Hebo', 'Tao Liu': 'Guanyin', 'Lun Tsai': 'Warrior', 'Shenyang Xiao': 'Zhu Bajie', 'King-Tan Yuen': 'Priest', 'Zanilia Zhao': ""Nü'erguo guowang""}"
tt4591310,"{'Aaron Kwok': 'Sun Wukong /              Monkey King', 'Li Gong': 'Baigujing /              White-Boned Demon', 'Shaofeng Feng': 'Tang Seng       (as William Feng)', 'Shenyang Xiao': 'Zhu Bajie       (as Xiao Shen Yang)', 'Him Law': 'Sha Seng', 'Fei Xiang': 'Guowang /              King       (as Kris Phillips)', 'Kelly Chen': 'Guanyin', 'Giselle Chia': 'Bat demon', 'John Ching': 'Chieftain', 'Chutian Liu': 'Bai Gu Jing, little girl', 'Miya Muqi': 'evil spirit Pig', 'Eddie Peng': 'Pharmacy dispenser', 'Ngawang Rinchen': 'Witch Doctor', 'Lu Wei': 'Evil spirit snake', 'Zimu Zhang': 'Treasurer daughter       (as Zi Mu Zhang)'}"
tt7275200,{'Tina Shuster': 'Fifi /              Trigger /              Alba /              Mama /              Cherie /              Mama Sting Ray'}
tt0092948,"{'Eddie Murphy': 'Himself', 'Tatyana Ali': 'Singing Child (sketch)', 'Billie Allen': ""Eddie's Aunt (sketch)"", 'Clebert Ford': 'Uncle Lester (sketch)', 'Geri Gibson': 'Card Player #2 (sketch)', 'Birdie M. Hale': 'Aunt Rose (sketch)', 'Tiger Haynes': 'Card Player #3 (sketch)', 'Leonard Jackson': 'Uncle Gus (sketch)', 'Samuel L. Jackson': ""Eddie's Uncle (sketch)"", 'Jody Jones': ""Eddie's Cousin (sketch)"", 'Davenia McFadden': ""Eddie's Aunt (sketch)"", 'Gwen McGee': ""Eddie's Mother (sketch)"", 'Lex Monson': 'Card Player #4 (sketch)', 'Warren Morris': 'Poetry Reader (sketch)', 'Deon Richmond': 'Little Eddie (sketch)'}"
